Customer_ID,Company,Join_Date,Exit_Date,Monthly_Spend,Location,Team_Size,Churned
C111640,WeWork,2021-06-30,,1280,San Francisco,4,0
C118830,Knotel,2021-11-12,,383,Los Angeles,1,0
C112562,Regus,2020-08-02,2021-06-02,369,Chicago,1,1
C112751,Regus,2021-11-10,,469,New York,1,0
C106384,WeWork,2024-12-26,,280,Delhi,1,0
C104807,Regus,2019-11-11,2021-04-11,2133,London,6,1
C106195,Industrious,2018-10-05,2020-01-05,373,Seattle,1,1
C110648,Industrious,2024-08-18,,1625,Chicago,4,0
C107567,Regus,2018-08-31,,850,Miami,2,0
C116397,Spaces,2018-06-25,2019-01-25,369,London,1,1
C117524,Knotel,2023-01-15,,484,Denver,1,0
C101346,Regus,2019-01-17,,355,London,1,0
C113124,Spaces,2019-02-24,,845,London,2,0
C112673,Knotel,2024-03-08,,828,Boston,2,0
C115455,Spaces,2022-02-28,,2854,Mumbai,7,0
C114001,Spaces,2021-03-27,,376,Los Angeles,1,0
C118621,WeWork,2018-03-15,,987,London,3,0
C102119,Industrious,2021-09-26,,474,Boston,1,0
C115304,Regus,2023-11-07,,462,Los Angeles,1,0
C104309,WeWork,2023-11-20,,371,Los Angeles,1,0
C104484,Regus,2022-04-10,2024-03-10,1447,Boston,4,1
C111013,WeWork,2024-01-16,,3196,San Francisco,9,0
C104770,Spaces,2019-07-28,2020-01-28,399,Delhi,1,1
C102712,WeWork,2022-04-22,,345,New York,1,0
C112186,WeWork,2018-09-07,,281,New York,1,0
C116615,Regus,2024-05-25,,738,Denver,2,0
C110947,WeWork,2023-07-08,,1163,Chicago,4,0
C102545,Regus,2021-09-25,,1092,Mumbai,3,0
C112619,Industrious,2021-03-23,2023-01-23,1174,San Francisco,3,1
C109851,Regus,2019-09-18,,474,Chicago,1,0
C104410,WeWork,2020-02-20,,280,New York,1,0
C119647,WeWork,2024-12-04,,947,San Francisco,3,0
C112344,Regus,2019-12-14,,337,Mumbai,1,0
C112407,WeWork,2024-01-24,,2261,New York,6,0
C109610,WeWork,2018-04-20,,881,San Francisco,3,0
C110718,Spaces,2021-02-04,,391,San Francisco,1,0
C107571,Knotel,2018-06-27,,406,Los Angeles,1,0
C103570,Regus,2020-03-27,,373,San Francisco,1,0
C108602,Industrious,2022-01-21,,426,Delhi,1,0
C103559,Spaces,2021-04-23,2022-06-23,374,Bengaluru,1,1
C104991,Knotel,2022-03-17,,1051,Chicago,2,0
C107439,Regus,2018-04-20,,430,London,1,0
C109325,WeWork,2023-09-13,,1231,Delhi,3,0
C102300,Regus,2020-02-02,,813,New York,2,0
C107666,Regus,2022-06-29,,773,San Francisco,2,0
C105804,Regus,2024-02-24,,402,Los Angeles,1,0
C112022,Industrious,2022-10-31,,663,Delhi,2,0
C115537,WeWork,2024-11-14,,361,Boston,1,0
C109757,Regus,2020-09-24,,427,New York,1,0
C112014,Knotel,2022-08-08,,429,San Francisco,1,0
C105211,WeWork,2021-07-16,,887,Delhi,3,0
C111548,Industrious,2018-12-06,2019-10-06,327,Boston,1,1
C112366,WeWork,2018-04-10,,351,New York,1,0
C109270,Industrious,2020-03-21,,968,Seattle,2,0
C103975,Regus,2022-05-03,,392,Boston,1,0
C116090,Industrious,2021-01-25,,502,London,1,0
C117232,WeWork,2018-09-29,,414,London,1,0
C117443,WeWork,2018-05-09,,275,Miami,1,0
C113656,WeWork,2021-11-18,2022-05-18,374,Mumbai,1,1
C115645,WeWork,2019-01-04,,334,Los Angeles,1,0
C102730,WeWork,2023-01-20,,283,Chicago,1,0
C103298,Regus,2018-12-09,,286,London,1,0
C108956,Spaces,2019-10-24,2020-09-24,1618,Austin,4,1
C117410,Regus,2018-05-31,,345,Delhi,1,0
C115155,Industrious,2021-06-01,,486,London,1,0
C117276,Industrious,2019-03-13,,781,New York,2,0
C106703,Regus,2020-09-01,,423,Los Angeles,1,0
C101968,WeWork,2021-08-14,,341,Los Angeles,1,0
C104936,WeWork,2018-03-09,,297,Boston,1,0
C102112,Regus,2023-09-17,,654,New York,2,0
C100878,Knotel,2018-09-02,,431,Boston,1,0
C119075,Knotel,2021-01-30,,4692,Los Angeles,37,0
C112989,Industrious,2022-03-21,,412,London,1,0
C107277,Regus,2024-05-12,,370,London,1,0
C105709,Spaces,2023-01-28,2023-07-28,795,Denver,2,1
C112078,WeWork,2023-06-24,,1000,Boston,3,0
C106687,Regus,2022-02-23,,314,Miami,1,0
C106418,Spaces,2024-08-24,,3587,Chicago,9,0
C110431,Knotel,2022-07-08,2024-07-08,460,Mumbai,1,1
C109982,WeWork,2018-12-18,,1647,Chicago,6,0
C119073,Industrious,2024-11-26,,321,New York,1,0
C104629,Knotel,2022-11-18,,1538,San Francisco,3,0
C108862,WeWork,2019-04-15,,650,Austin,2,0
C104667,Knotel,2024-10-20,,510,Delhi,1,0
C114163,Regus,2022-07-21,,375,Los Angeles,1,0
C100385,Spaces,2019-08-30,,3710,Austin,84,0
C104186,WeWork,2018-03-22,,226,Miami,1,0
C105345,Regus,2018-09-19,,430,Chicago,1,0
C102195,Knotel,2024-02-16,,2689,San Francisco,6,0
C114990,Industrious,2024-04-06,,390,Boston,1,0
C112634,Industrious,2021-01-28,,839,Los Angeles,2,0
C101077,WeWork,2019-08-20,,575,Mumbai,2,0
C106286,Spaces,2018-08-18,,4443,Austin,15,0
C105933,Industrious,2021-02-03,,485,Denver,1,0
C118512,Regus,2022-07-27,,417,Bengaluru,1,0
C119717,Regus,2022-10-03,,393,Los Angeles,1,0
C113363,Industrious,2019-01-10,,424,Austin,1,0
C108072,Industrious,2022-03-26,,340,Delhi,1,0
C117020,WeWork,2023-04-11,,338,Mumbai,1,0
C109543,Industrious,2024-06-13,,4260,Denver,14,0
C119094,WeWork,2019-06-15,,337,Mumbai,1,0
C113355,WeWork,2021-02-09,,678,Mumbai,2,0
C118631,Industrious,2024-06-09,,466,Mumbai,1,0
C102848,Spaces,2020-03-29,,450,New York,1,0
C112791,Regus,2022-01-22,,637,Denver,2,0
C107722,Regus,2021-04-17,,329,Seattle,1,0
C100812,WeWork,2018-09-25,,411,Seattle,1,0
C111193,Regus,2018-11-19,,286,Chicago,1,0
C105135,WeWork,2018-10-04,,239,Boston,1,0
C108510,Knotel,2019-10-03,,397,Boston,1,0
C107434,Industrious,2021-05-29,,440,Mumbai,1,0
C116476,Spaces,2020-05-03,2023-03-03,464,Bengaluru,1,1
C100936,Industrious,2021-07-12,,2219,Los Angeles,5,0
C111965,WeWork,2018-03-27,,637,Seattle,2,0
C101692,WeWork,2019-01-11,,659,Los Angeles,2,0
C106216,Industrious,2023-06-05,2024-09-05,4113,London,13,1
C109459,Spaces,2019-07-24,,338,New York,1,0
C112527,WeWork,2019-06-16,,612,Boston,2,0
C115484,Industrious,2020-03-07,,773,Los Angeles,2,0
C105792,Industrious,2019-01-04,,813,London,2,0
C112266,WeWork,2018-02-15,,289,Austin,1,0
C102221,Industrious,2021-11-14,2022-11-14,2722,London,6,1
C115757,Spaces,2023-04-10,,2817,San Francisco,7,0
C104693,WeWork,2024-09-09,,251,Denver,1,0
C110108,Knotel,2024-04-20,,576,Chicago,1,0
C105107,Knotel,2019-12-18,2020-01-18,417,London,1,1
C113480,Regus,2022-02-09,,390,London,1,0
C104745,Regus,2022-02-01,,1442,Delhi,4,0
C101604,Regus,2019-08-03,,437,Los Angeles,1,0
C117395,Spaces,2023-01-28,,488,Seattle,1,0
C116863,WeWork,2021-12-19,,745,Chicago,2,0
C108213,Spaces,2019-04-21,,1878,Miami,5,0
C101092,Spaces,2019-08-10,,1645,London,4,0
C113884,Industrious,2020-01-13,,1210,Chicago,3,0
C106311,Industrious,2019-04-24,,365,Chicago,1,0
C109012,Industrious,2020-03-01,2020-10-01,318,Denver,1,1
C100351,Industrious,2019-09-29,,846,Los Angeles,2,0
C114782,Knotel,2021-04-26,2022-08-26,3163,New York,7,1
C101530,Knotel,2021-07-18,,4019,Chicago,13,0
C113591,Regus,2022-03-05,,343,Miami,1,0
C115215,Regus,2023-11-16,,226,Seattle,1,0
C111540,Spaces,2021-05-01,,428,London,1,0
C100218,Spaces,2023-04-22,2023-12-22,4500,Seattle,63,1
C106813,WeWork,2024-11-04,,286,Denver,1,0
C105357,Knotel,2018-12-12,,424,London,1,0
C115729,Regus,2021-02-21,,1044,Boston,3,0
C113043,WeWork,2019-04-20,,497,New York,2,0
C101453,Spaces,2021-03-31,,444,Delhi,1,0
C114932,Regus,2022-11-12,,318,Delhi,1,0
C104740,Knotel,2021-06-06,,1470,Austin,3,0
C102814,WeWork,2019-03-15,,564,Mumbai,2,0
C107886,Industrious,2022-11-12,,384,Chicago,1,0
C104973,Regus,2019-07-03,2019-11-03,808,Los Angeles,2,1
C101182,Industrious,2024-07-22,,789,Austin,2,0
C110035,WeWork,2020-10-15,,657,London,2,0
C103947,WeWork,2018-05-16,,248,Denver,1,0
C103189,Regus,2024-08-28,,706,Miami,2,0
C114480,Industrious,2024-04-05,,393,San Francisco,1,0
C119826,WeWork,2024-02-08,,1221,San Francisco,3,0
C109623,Knotel,2021-09-01,2022-06-01,1578,Delhi,4,1
C101006,Regus,2023-01-04,,486,Seattle,1,0
C102325,WeWork,2020-12-29,,508,Los Angeles,2,0
C110645,Industrious,2024-11-08,2025-02-08,859,Los Angeles,2,1
C119523,WeWork,2018-10-14,,303,Denver,1,0
C117725,WeWork,2019-01-25,,895,Boston,3,0
C105743,WeWork,2020-08-12,,336,Seattle,1,0
C112680,Industrious,2020-11-29,,393,Chicago,1,0
C114583,Spaces,2022-01-07,2022-04-07,421,Chicago,1,1
C119257,Industrious,2019-12-28,,714,Chicago,2,0
C111881,Regus,2020-12-23,,373,London,1,0
C101027,WeWork,2019-09-16,,320,Chicago,1,0
C104069,Regus,2020-07-03,,3765,Bengaluru,10,0
C118572,WeWork,2020-06-14,,261,Delhi,1,0
C114652,WeWork,2021-08-08,,358,Austin,1,0
C106650,WeWork,2021-12-16,,1455,Los Angeles,4,0
C115783,Regus,2018-04-05,2018-07-05,386,New York,1,1
C117648,Spaces,2018-10-02,2020-03-02,478,Bengaluru,1,1
C104622,WeWork,2018-09-26,,2710,San Francisco,9,0
C110385,Knotel,2018-11-14,2019-09-14,525,London,1,1
C113670,WeWork,2020-04-12,,1056,Miami,3,0
C114046,Spaces,2020-03-29,,292,Chicago,1,0
C101962,Regus,2019-05-24,2020-02-24,409,Seattle,1,1
C119874,Regus,2023-01-05,,1549,Miami,4,0
C101599,WeWork,2024-10-04,,395,Miami,1,0
C109675,Industrious,2018-03-07,,2062,Chicago,5,0
C110952,Spaces,2021-02-28,,454,Seattle,1,0
C104333,WeWork,2018-11-03,2019-07-03,751,Austin,2,1
C112099,Regus,2021-04-06,2021-09-06,852,New York,2,1
C106955,Spaces,2021-10-06,,2423,Delhi,6,0
C118821,WeWork,2019-10-27,,3128,Los Angeles,9,0
C108545,WeWork,2019-09-12,,348,Delhi,1,0
C115974,Industrious,2021-06-26,2021-08-26,1760,New York,5,1
C113722,WeWork,2023-08-10,,325,Bengaluru,1,0
C100695,Regus,2022-11-11,,3636,Austin,248,0
C115630,WeWork,2020-10-03,,891,Los Angeles,3,0
C113589,Industrious,2024-07-31,,480,New York,1,0
C114521,WeWork,2023-12-21,2024-02-21,313,Bengaluru,1,1
C119917,WeWork,2018-10-05,,797,Miami,2,0
C109770,WeWork,2020-09-02,,2890,Boston,12,0
C113377,WeWork,2023-04-17,,1606,Los Angeles,5,0
C101034,Spaces,2019-02-16,,4316,Bengaluru,20,0
C110842,WeWork,2022-04-14,,336,Los Angeles,1,0
C116592,Spaces,2024-02-05,2024-03-05,438,New York,1,1
C110421,Knotel,2019-02-10,,414,Mumbai,1,0
C110979,Regus,2018-11-09,,3808,Mumbai,11,0
C102127,Regus,2021-09-05,,479,London,1,0
C112187,Spaces,2019-05-13,,358,New York,1,0
C105970,Regus,2022-10-28,,407,Chicago,1,0
C113225,Spaces,2021-10-15,,754,Austin,2,0
C100993,Industrious,2018-10-13,2020-02-13,479,Mumbai,1,1
C115084,WeWork,2022-08-16,,347,Denver,1,0
C114845,Regus,2018-08-31,,749,Chicago,2,0
C114945,Regus,2019-03-18,2019-06-18,4132,Chicago,12,1
C100447,WeWork,2022-11-23,,363,Delhi,1,0
C117277,Regus,2019-08-30,2020-03-30,3939,Delhi,14,1
C105453,Spaces,2023-07-09,2024-07-09,343,Boston,1,1
C103211,WeWork,2019-06-30,,326,New York,1,0
C105561,Regus,2018-03-29,,1075,Austin,3,0
C118911,WeWork,2021-02-02,,356,Austin,1,0
C103210,Knotel,2022-04-17,,413,Miami,1,0
C113813,Industrious,2022-09-05,,430,Mumbai,1,0
C108966,Industrious,2021-02-18,,418,London,1,0
C117653,Industrious,2022-05-06,,2654,Miami,7,0
C110649,Regus,2019-09-02,2019-10-02,1064,Denver,3,1
C119714,WeWork,2019-08-05,,668,Boston,2,0
C103971,WeWork,2020-11-25,,2788,Delhi,25,0
C110807,Regus,2021-04-10,2024-03-10,3195,Los Angeles,8,1
C119544,Regus,2019-02-08,,223,New York,1,0
C111366,Regus,2020-03-24,,265,London,1,0
C103778,WeWork,2024-09-24,,1060,Los Angeles,3,0
C113079,Regus,2021-06-17,,487,Boston,1,0
C106352,Knotel,2023-11-10,2024-01-10,544,New York,1,1
C104007,Spaces,2024-12-29,,390,Seattle,1,0
C103776,WeWork,2018-12-25,,266,Seattle,1,0
C117147,WeWork,2023-03-21,,562,Mumbai,2,0
C114104,Regus,2021-10-23,,477,London,1,0
C119145,Spaces,2024-06-17,,3944,New York,77,0
C119183,Industrious,2022-02-21,2022-03-21,759,Seattle,2,1
C108426,WeWork,2019-08-30,,1995,New York,7,0
C104337,WeWork,2021-09-17,2023-04-17,317,Los Angeles,1,1
C108117,WeWork,2022-09-10,,1786,Boston,6,0
C107763,WeWork,2023-09-07,,397,New York,1,0
C114012,WeWork,2022-08-08,,1248,New York,4,0
C113651,Industrious,2021-09-26,,441,Seattle,1,0
C100438,Regus,2020-01-02,,1534,Seattle,4,0
C116533,WeWork,2022-12-26,,241,Delhi,1,0
C103269,WeWork,2022-05-04,,251,Chicago,1,0
C103752,WeWork,2019-10-06,,635,Seattle,2,0
C109113,Industrious,2021-10-27,,318,New York,1,0
C109440,WeWork,2023-04-28,2024-10-28,294,Seattle,1,1
C101739,WeWork,2023-02-16,,303,Los Angeles,1,0
C100606,Spaces,2018-04-29,2018-05-29,500,Miami,1,1
C117085,Industrious,2023-03-27,,365,Bengaluru,1,0
C112998,Spaces,2021-03-03,2021-04-03,800,Seattle,2,1
C116972,Knotel,2021-01-07,2021-07-07,1469,Delhi,3,1
C118366,Spaces,2020-07-27,2021-03-27,1167,Los Angeles,3,1
C115683,Industrious,2018-06-11,2021-07-11,971,Los Angeles,2,1
C111037,Knotel,2018-09-02,,2431,Delhi,5,0
C105746,Regus,2019-01-12,,3458,Los Angeles,9,0
C111584,Spaces,2020-01-02,,384,Los Angeles,1,0
C106270,Regus,2018-04-30,,3545,New York,35,0
C108851,WeWork,2018-04-06,,2351,Seattle,26,0
C118408,Regus,2020-05-05,,2435,Los Angeles,6,0
C106600,Industrious,2020-07-13,,373,London,1,0
C111378,Spaces,2021-07-20,,827,Delhi,2,0
C117189,Industrious,2023-10-19,,1056,New York,3,0
C111605,Spaces,2023-10-23,,274,San Francisco,1,0
C106909,WeWork,2023-02-21,,2354,Austin,8,0
C100738,Regus,2020-09-15,2020-11-15,388,Los Angeles,1,1
C101994,Spaces,2018-11-29,2020-08-29,500,Mumbai,1,1
C100119,Spaces,2024-09-08,,314,Los Angeles,1,0
C114926,WeWork,2023-06-12,2023-07-12,372,New York,1,1
C117609,Industrious,2019-05-16,2022-05-16,732,Los Angeles,2,1
C117436,WeWork,2022-01-31,,253,Miami,1,0
C118553,Industrious,2018-06-22,,1856,Los Angeles,4,0
C107293,Regus,2019-10-21,,381,Delhi,1,0
C103405,WeWork,2024-04-28,,612,Delhi,2,0
C110537,Industrious,2021-12-28,,492,Chicago,1,0
C118466,Regus,2022-08-27,,1797,Chicago,4,0
C108626,WeWork,2021-05-31,,462,Denver,1,0
C103481,Knotel,2020-04-30,,769,San Francisco,2,0
C117818,Knotel,2024-10-15,,473,Miami,1,0
C100127,Regus,2024-03-16,,425,Seattle,1,0
C113426,Regus,2020-03-09,,315,New York,1,0
C110610,WeWork,2019-03-18,,571,New York,2,0
C115273,WeWork,2019-09-28,,276,Los Angeles,1,0
C119580,Regus,2022-05-08,,309,Denver,1,0
C119285,Spaces,2022-10-20,,378,Los Angeles,1,0
C112822,WeWork,2024-06-17,,318,Los Angeles,1,0
C103073,Knotel,2018-05-13,,328,New York,1,0
C102380,WeWork,2019-04-22,,372,London,1,0
C102483,Industrious,2019-08-10,,397,Seattle,1,0
C103461,WeWork,2021-08-29,,661,Los Angeles,2,0
C115231,Spaces,2021-06-08,,369,Austin,1,0
C107458,Spaces,2024-07-08,,387,Bengaluru,1,0
C115884,Industrious,2022-01-20,2022-02-20,338,Mumbai,1,1
C106885,Regus,2019-07-28,,1234,Los Angeles,3,0
C115097,Spaces,2020-08-19,,4179,New York,191,0
C118684,WeWork,2024-12-23,,3261,Boston,11,0
C114970,WeWork,2018-04-09,,156,Denver,1,0
C100803,WeWork,2023-04-07,,237,Chicago,1,0
C100474,WeWork,2021-04-26,,330,London,1,0
C108608,Industrious,2018-10-13,2018-11-13,588,Denver,2,1
C106482,WeWork,2018-09-28,2019-04-28,290,Los Angeles,1,1
C118287,Spaces,2022-07-24,2024-04-24,720,Boston,2,1
C105557,Industrious,2024-04-06,,779,London,2,0
C113948,Industrious,2019-10-01,2020-10-01,465,Boston,1,1
C108891,Knotel,2018-08-01,2020-02-01,1012,Los Angeles,2,1
C112521,WeWork,2018-06-29,,253,San Francisco,1,0
C104448,WeWork,2021-04-19,,251,New York,1,0
C100484,WeWork,2022-07-22,,1957,Delhi,7,0
C110422,Industrious,2018-07-16,,775,Boston,2,0
C119411,Industrious,2023-12-22,2024-11-22,1246,New York,3,1
C114900,Regus,2023-06-19,,345,New York,1,0
C111226,WeWork,2018-12-24,,612,Seattle,2,0
C119132,WeWork,2022-05-30,,418,Denver,1,0
C107920,WeWork,2022-11-22,,368,Bengaluru,1,0
C107911,Spaces,2019-04-11,2020-05-11,312,New York,1,1
C102766,Regus,2024-03-31,,305,Delhi,1,0
C114865,Knotel,2019-05-21,,470,New York,1,0
C116506,WeWork,2023-04-30,2024-10-30,385,Mumbai,1,1
C111688,WeWork,2021-07-28,2022-05-28,215,San Francisco,1,1
C104037,Regus,2018-04-15,,266,Boston,1,0
C100856,Knotel,2023-01-20,,507,Boston,1,0
C116136,Industrious,2020-08-20,,400,New York,1,0
C108830,Spaces,2020-02-15,,467,Miami,1,0
C108803,Industrious,2019-01-01,2019-11-01,1926,Austin,4,1
C111838,WeWork,2019-03-05,,258,Delhi,1,0
C103826,Knotel,2023-04-29,,1451,Mumbai,3,0
C118127,Knotel,2020-05-27,2021-01-27,482,Denver,1,1
C105995,WeWork,2024-11-11,,675,Los Angeles,2,0
C100503,Industrious,2023-10-13,2024-08-13,1353,San Francisco,3,1
C102959,Spaces,2023-01-16,,448,Mumbai,1,0
C107988,Industrious,2022-01-26,,384,Denver,1,0
C109640,Regus,2019-12-27,,442,Denver,1,0
C108109,WeWork,2022-04-14,,335,London,1,0
C105382,Regus,2024-09-13,2025-06-13,524,New York,1,1
C113951,Spaces,2024-12-31,,380,Seattle,1,0
C113138,Regus,2022-03-28,,389,Chicago,1,0
C117987,Spaces,2024-04-22,,722,Boston,2,0
C113435,WeWork,2018-02-23,,277,Los Angeles,1,0
C107725,Knotel,2023-08-30,2023-09-30,2113,Delhi,5,1
C112033,Regus,2019-12-18,,2636,Delhi,7,0
C108129,WeWork,2024-07-15,,264,Mumbai,1,0
C112787,WeWork,2019-04-18,,1015,Seattle,3,0
C108292,Knotel,2021-03-13,,481,Seattle,1,0
C118321,WeWork,2020-03-05,,308,San Francisco,1,0
C113060,Industrious,2020-05-31,2021-01-31,396,London,1,1
C103295,Regus,2024-11-28,,356,Los Angeles,1,0
C108957,Regus,2023-12-28,,1536,San Francisco,4,0
C100115,Knotel,2019-03-26,2020-02-26,1903,San Francisco,4,1
C105647,Industrious,2018-09-06,2018-10-06,490,Chicago,1,1
C112624,WeWork,2024-05-16,2024-09-16,390,San Francisco,1,1
C114747,Regus,2022-07-20,,328,Austin,1,0
C107181,Regus,2024-12-16,,1475,Seattle,4,0
C101710,Industrious,2021-10-05,2023-02-05,443,Denver,1,1
C115957,WeWork,2019-03-11,,3162,Denver,12,0
C105817,Industrious,2022-06-08,,478,London,1,0
C115278,WeWork,2022-05-12,,612,Los Angeles,2,0
C102480,Regus,2021-08-06,,323,Boston,1,0
C110250,WeWork,2022-12-29,,245,London,1,0
C104032,WeWork,2018-08-21,,266,Mumbai,1,0
C113347,Knotel,2019-06-03,2020-01-03,467,New York,1,1
C116530,Knotel,2024-08-27,,444,Bengaluru,1,0
C109514,WeWork,2020-08-12,2021-04-12,2014,London,6,1
C104610,WeWork,2023-06-17,,394,Seattle,1,0
C105117,Knotel,2023-10-04,2023-11-04,426,San Francisco,1,1
C116946,WeWork,2021-04-05,,287,Seattle,1,0
C106385,WeWork,2024-04-11,,606,Los Angeles,2,0
C115139,Knotel,2018-09-19,2019-08-19,553,Bengaluru,1,1
C106271,Spaces,2019-12-21,,444,Los Angeles,1,0
C100341,WeWork,2023-12-07,,1560,Delhi,5,0
C100828,Regus,2024-09-07,,292,New York,1,0
C112529,Regus,2022-06-18,,358,New York,1,0
C111551,WeWork,2024-07-01,,370,Los Angeles,1,0
C109527,Industrious,2019-10-06,2020-11-06,499,New York,1,1
C111836,Knotel,2020-02-09,,888,New York,2,0
C100313,Industrious,2020-12-23,,363,Denver,1,0
C111697,WeWork,2018-09-29,,325,San Francisco,1,0
C110051,Knotel,2024-10-21,2024-11-21,474,London,1,1
C112863,Knotel,2022-08-02,2023-09-02,386,Mumbai,1,1
C116070,WeWork,2021-05-06,,357,London,1,0
C117136,WeWork,2023-03-13,,556,Los Angeles,2,0
C118261,Industrious,2021-01-31,,459,Delhi,1,0
C104909,WeWork,2018-12-18,,290,Los Angeles,1,0
C117796,Knotel,2020-09-01,2021-04-01,351,San Francisco,1,1
C108873,WeWork,2022-07-27,,337,Boston,1,0
C118285,Industrious,2023-04-09,,807,San Francisco,2,0
C100409,WeWork,2020-10-13,2020-11-13,320,Miami,1,1
C103795,Regus,2024-02-07,,820,Austin,2,0
C102703,WeWork,2018-11-12,,302,New York,1,0
C110342,Regus,2019-08-04,,552,London,2,0
C104981,Industrious,2022-08-01,2022-09-01,792,Mumbai,2,1
C108582,WeWork,2021-10-30,,3078,Boston,13,0
C107667,Industrious,2024-08-15,,329,Chicago,1,0
C117517,WeWork,2023-03-14,,183,San Francisco,1,0
C117183,Industrious,2021-11-22,2023-07-22,382,New York,1,1
C109725,Spaces,2024-01-06,,3857,London,12,0
C118153,Regus,2019-06-02,,654,New York,2,0
C107499,Industrious,2021-01-16,,411,Boston,1,0
C117036,WeWork,2022-02-20,,281,London,1,0
