Customer_ID,Company,Survey_Date,Satisfaction_Score,Amenity_Rating,Price_Rating,NPS_Like
C114454,Knotel,2020-03-29,6,10,4,2
C108900,Spaces,2023-12-27,7,7,6,1
C110365,Industrious,2023-08-09,5,7,3,1
C104415,Knotel,2024-09-08,6,7,3,0
C100936,Industrious,2022-03-12,10,5,6,5
C113870,Industrious,2021-03-25,8,8,4,4
C110978,WeWork,2022-07-23,8,9,8,2
C116036,WeWork,2020-06-10,7,8,8,3
C100649,Industrious,2019-11-25,10,7,1,5
C105597,Regus,2018-08-18,6,5,5,0
C114225,Regus,2020-05-28,10,8,8,4
C113990,Industrious,2024-04-22,6,9,7,1
C110724,WeWork,2019-08-19,6,8,9,1
C108606,WeWork,2018-03-10,7,5,8,2
C105796,WeWork,2023-01-04,7,6,5,3
C100103,Spaces,2021-03-12,6,9,6,2
C102638,Regus,2024-11-09,7,6,6,2
C113646,Regus,2024-07-17,5,8,8,-1
C108152,Industrious,2025-06-16,5,8,7,-1
C119901,Industrious,2024-01-19,1,9,6,-3
C110235,WeWork,2023-05-13,2,9,8,-2
C104108,Spaces,2021-12-07,8,4,6,3
C103925,Spaces,2023-05-15,4,8,7,0
C118292,Spaces,2025-03-20,7,7,5,2
C119469,Regus,2021-05-26,6,8,2,1
C110219,WeWork,2021-03-28,10,5,7,4
C104776,Knotel,2018-11-18,6,8,7,2
C106180,Regus,2022-04-10,7,5,8,1
C118388,Spaces,2023-07-17,6,7,6,2
C106103,Industrious,2019-05-09,6,10,4,1
C102487,WeWork,2021-08-15,8,7,8,2
C105514,Industrious,2020-11-16,10,8,5,6
C114296,Industrious,2019-09-02,8,8,6,4
C112066,Regus,2024-02-18,8,6,7,2
C119068,Knotel,2023-07-11,9,7,7,4
C101879,WeWork,2019-07-11,9,7,8,3
C118441,Industrious,2019-07-10,6,6,7,2
C101068,WeWork,2021-12-11,5,6,7,0
C105705,Regus,2022-04-17,8,8,4,2
C112612,Spaces,2025-05-20,7,8,4,2
C102969,WeWork,2020-06-21,2,8,4,-2
C110791,Regus,2025-10-02,8,8,2,4
C108251,Industrious,2022-08-11,7,8,7,2
C109159,Knotel,2026-01-11,9,7,7,5
C119636,Industrious,2026-01-17,8,6,4,4
C106585,Regus,2019-01-13,5,9,6,0
C109647,Industrious,2018-06-15,5,5,10,-1
C100283,Knotel,2024-04-07,4,5,4,-1
C105130,Regus,2026-01-31,7,10,4,2
C111331,Industrious,2021-11-29,7,6,7,2
C100300,WeWork,2024-12-01,6,7,7,0
C103237,Regus,2021-11-11,7,7,5,3
C110683,Knotel,2022-10-09,8,8,5,2
C113860,Industrious,2020-04-21,5,9,4,0
C108988,Spaces,2019-04-18,7,8,5,2
C109477,Regus,2018-11-12,7,9,4,2
C104115,WeWork,2025-02-18,6,9,6,2
C107611,Regus,2022-04-10,4,8,9,-1
C112868,WeWork,2019-12-06,10,9,5,4
C106397,WeWork,2021-08-29,8,7,7,2
C110370,Regus,2022-11-08,8,5,4,2
C106817,Regus,2020-11-21,10,10,5,4
C105511,Knotel,2019-02-22,10,8,4,5
C118161,Spaces,2024-06-17,8,7,8,3
C110262,WeWork,2025-06-04,10,7,5,5
C102483,Industrious,2020-07-10,6,7,3,2
C100622,Regus,2019-11-10,4,7,6,-1
C113229,WeWork,2024-06-04,7,6,8,3
C119537,Industrious,2025-02-01,5,6,3,1
C107677,Industrious,2020-12-18,6,8,5,0
C106928,Industrious,2019-08-03,5,5,7,1
C107188,Regus,2022-09-18,8,8,6,3
C113546,Regus,2020-04-27,5,10,8,0
C100040,WeWork,2022-03-09,4,7,7,0
C102708,WeWork,2025-07-10,5,6,4,1
C119299,Industrious,2024-05-12,4,7,2,-1
C108253,WeWork,2020-02-11,7,8,5,1
C119618,Industrious,2019-07-16,9,9,6,3
C108069,Regus,2023-01-14,7,6,3,2
C107702,Regus,2019-02-02,5,10,3,1
C117065,WeWork,2024-06-07,5,6,5,-1
C115791,Regus,2020-09-23,3,8,7,-2
C113698,WeWork,2023-06-06,5,8,7,0
C102870,WeWork,2025-03-15,10,6,7,6
C105688,Industrious,2021-06-10,5,8,4,-1
C119805,Knotel,2024-11-23,8,7,4,2
C114087,Regus,2021-11-14,6,10,5,2
C113503,Industrious,2021-04-26,2,6,7,-3
C104355,WeWork,2020-09-02,7,7,7,2
C115253,Spaces,2024-12-10,7,6,6,1
C108227,WeWork,2021-04-14,6,5,4,2
C102727,Industrious,2022-09-29,7,8,6,3
C103006,Industrious,2023-06-11,3,6,6,-1
C118316,Industrious,2025-06-21,5,9,6,1
C106342,WeWork,2022-03-25,7,9,6,2
C105307,WeWork,2023-09-15,9,7,7,5
C110657,Regus,2019-12-22,8,7,6,4
C116964,Spaces,2024-03-23,5,7,6,-1
C105852,Industrious,2022-05-12,5,9,2,0
C115827,WeWork,2023-09-22,4,8,6,-2
C102920,Regus,2022-07-27,3,8,8,-1
C105908,Industrious,2024-08-09,9,8,6,4
C102976,Industrious,2020-10-12,10,9,7,4
C117011,Industrious,2019-02-01,9,7,7,3
C110775,Spaces,2023-02-28,6,7,3,0
C100895,WeWork,2025-10-15,8,6,7,2
C100365,Regus,2021-10-07,6,8,6,0
C117059,Regus,2025-09-30,8,8,4,2
C104810,Spaces,2024-07-02,8,7,5,3
C101542,WeWork,2019-01-31,9,7,6,5
C114385,Knotel,2023-02-08,7,7,7,3
C104451,Regus,2019-09-20,6,8,4,1
C106291,Regus,2024-11-24,7,5,5,3
C100843,WeWork,2019-11-11,7,5,7,2
C105243,Knotel,2019-10-22,6,8,7,0
C101535,WeWork,2023-09-17,9,8,7,4
C103757,WeWork,2020-05-18,3,8,7,-2
C108183,WeWork,2020-03-08,3,6,6,-2
C112378,WeWork,2020-05-30,5,7,7,0
C105722,Regus,2021-03-27,4,9,2,-2
C114669,WeWork,2019-01-03,9,9,4,4
C115829,Knotel,2021-01-02,6,7,6,2
C107207,WeWork,2021-06-09,8,9,7,2
C106860,Regus,2021-10-27,7,10,8,2
C104159,Regus,2020-06-03,8,7,8,2
C113263,Industrious,2020-08-01,7,7,5,1
C100852,Industrious,2019-08-04,6,8,4,1
C103547,WeWork,2022-05-20,2,5,7,-3
C103243,Industrious,2025-06-23,7,10,6,3
C118409,Regus,2023-07-25,9,10,10,5
C114323,WeWork,2023-07-17,9,5,9,4
C118758,Knotel,2021-04-12,6,8,4,1
C110864,Spaces,2024-09-25,8,9,6,2
C115004,WeWork,2022-11-06,6,5,4,0
C104037,Regus,2018-12-15,6,9,5,2
C104388,WeWork,2018-05-09,5,6,6,-1
C118880,Regus,2024-04-04,7,8,5,1
C108743,Spaces,2021-12-20,7,5,4,1
C100111,Industrious,2024-05-19,6,9,4,2
C110973,Knotel,2022-04-27,8,8,6,4
C110596,Spaces,2023-12-18,3,10,7,-3
C112855,Knotel,2024-09-19,5,8,6,1
C107167,WeWork,2019-02-06,6,8,6,2
C116879,Regus,2025-04-28,6,9,9,1
C116480,Regus,2025-06-12,8,4,4,4
C102261,WeWork,2021-07-22,7,8,9,2
C110273,Industrious,2026-01-29,7,8,5,3
C102081,Regus,2022-03-07,6,6,9,0
C112133,WeWork,2023-02-20,5,8,7,0
C117088,WeWork,2025-03-16,9,8,6,5
C109430,Regus,2023-03-20,9,7,5,5
C119060,WeWork,2019-08-11,7,9,4,1
C107863,Regus,2023-09-30,6,7,8,1
C119917,WeWork,2019-02-05,6,7,6,0
C117663,Spaces,2022-03-26,9,6,5,5
C119992,Knotel,2021-08-30,8,8,5,2
C116996,Knotel,2019-08-21,8,9,5,2
C101110,WeWork,2023-09-15,8,8,7,4
C113274,WeWork,2021-10-20,7,7,6,2
C115150,Industrious,2023-08-12,8,10,5,3
C114519,Spaces,2025-03-21,6,8,6,1
C110617,Industrious,2021-02-26,6,6,7,2
C105121,Spaces,2021-10-21,7,9,5,1
C117050,Industrious,2019-01-21,5,6,3,0
C113035,WeWork,2020-09-15,9,7,6,4
C110773,WeWork,2019-06-04,6,5,3,2
C108660,Spaces,2020-09-18,7,8,7,1
C102656,WeWork,2022-05-30,10,9,8,5
C118869,Regus,2020-09-04,5,8,4,-1
C114384,Industrious,2024-03-23,8,6,4,2
C115772,Knotel,2024-05-12,6,8,6,1
C112956,Spaces,2024-01-26,7,8,5,2
C101360,Industrious,2022-12-29,6,7,8,1
C112941,Regus,2018-12-28,8,7,6,2
C119879,Industrious,2024-03-26,9,7,6,5
C107644,Spaces,2022-03-01,6,8,7,1
C115104,WeWork,2021-04-08,6,6,7,0
C117454,WeWork,2023-10-26,4,9,5,0
C102054,Spaces,2024-09-10,5,9,7,-1
C101105,WeWork,2022-12-16,5,9,6,1
C114293,WeWork,2024-01-23,6,6,8,0
C115323,Regus,2022-07-09,4,9,6,0
C103420,WeWork,2021-03-12,8,6,7,4
C103158,Spaces,2023-11-26,5,6,6,-1
C100559,WeWork,2021-07-06,8,9,9,4
C109701,Regus,2019-05-10,9,7,4,3
C106105,Industrious,2023-06-15,6,9,8,1
C108302,Industrious,2020-04-29,7,9,7,3
C112083,Knotel,2018-09-03,6,9,6,0
C103215,Regus,2024-12-26,6,7,7,0
C100542,Industrious,2024-09-08,6,5,6,2
C106887,Regus,2021-05-01,9,9,7,3
C113137,WeWork,2019-07-22,6,9,4,0
C115467,Knotel,2018-05-28,8,8,3,2
C100741,Spaces,2025-09-24,9,8,6,5
C106701,Regus,2023-03-19,8,7,7,4
C114057,Industrious,2025-03-06,8,8,3,3
C119337,Industrious,2022-06-23,6,9,7,2
C111094,Spaces,2018-08-14,7,8,4,1
C106085,Spaces,2025-04-25,5,9,8,0
C106162,WeWork,2019-06-20,7,3,6,1
C105052,Spaces,2019-01-04,6,8,7,0
C114095,Spaces,2020-06-24,8,8,5,2
C100241,WeWork,2020-05-22,9,9,6,3
C102359,Regus,2021-05-10,7,6,7,1
C100045,Industrious,2024-02-06,9,7,4,3
C116581,WeWork,2021-03-25,8,8,7,3
C118021,WeWork,2022-02-27,5,7,8,0
C113506,Industrious,2019-12-28,7,9,6,3
C108782,WeWork,2023-04-29,7,8,7,1
C114741,WeWork,2025-04-01,5,8,7,1
C114461,Industrious,2025-02-05,9,9,3,4
C116723,WeWork,2023-02-01,8,7,8,2
C116037,WeWork,2023-02-28,9,7,10,5
C105477,WeWork,2024-10-04,6,6,6,1
C104939,Spaces,2023-09-28,6,6,4,0
C117280,Regus,2020-07-15,10,3,4,6
C105578,Industrious,2022-10-18,7,6,6,2
C105001,WeWork,2021-07-06,8,6,4,4
C107466,Spaces,2024-09-01,5,8,3,1
C102038,Spaces,2021-03-12,7,6,8,3
C109844,Spaces,2019-06-23,6,7,9,0
C105911,WeWork,2020-03-27,6,7,6,2
C104508,WeWork,2024-06-24,7,8,10,3
C101766,Regus,2024-03-11,8,9,4,3
C104220,WeWork,2024-08-13,10,7,10,6
C116620,WeWork,2023-01-10,6,9,9,2
C105577,Regus,2022-07-25,8,5,6,2
C112847,Industrious,2019-07-07,5,6,6,1
C101044,WeWork,2023-07-08,7,7,9,2
C104733,WeWork,2018-11-13,5,7,8,1
C100477,WeWork,2020-04-25,8,8,5,4
C107875,Knotel,2020-03-10,3,10,3,-3
C119377,Knotel,2022-01-25,6,6,5,0
C112698,Spaces,2021-04-22,6,10,6,1
C105268,WeWork,2024-08-14,7,7,5,1
C119444,Spaces,2023-04-27,7,8,3,3
C118744,WeWork,2020-04-07,8,9,9,3
C104280,WeWork,2023-02-24,5,10,7,0
C117526,Regus,2022-03-14,2,6,7,-2
C112468,WeWork,2021-10-11,8,7,6,4
C101919,Regus,2021-01-15,4,9,6,0
C102831,Industrious,2020-12-02,5,7,6,-1
C114838,Industrious,2020-12-26,6,7,3,2
C112779,Spaces,2022-03-15,5,4,9,-1
C119696,WeWork,2020-10-04,7,7,2,2
C106976,WeWork,2019-02-27,9,5,8,3
C110425,Regus,2024-06-15,7,6,6,3
C111617,Spaces,2020-04-03,5,9,5,1
C107704,WeWork,2019-09-05,10,9,5,6
C108628,WeWork,2022-02-10,7,6,5,2
C114222,Spaces,2021-03-30,6,8,8,0
C102763,WeWork,2021-02-07,6,9,9,1
C112475,Regus,2019-10-15,9,8,6,4
C104093,WeWork,2019-02-10,7,8,8,2
C104903,Regus,2023-12-18,4,9,5,0
C108734,Regus,2020-03-15,5,6,6,1
C103862,Regus,2022-06-28,10,6,6,5
C110049,Spaces,2023-09-25,8,8,4,4
C103180,WeWork,2021-11-17,5,9,8,0
C102937,WeWork,2018-11-03,8,7,7,3
C111428,Industrious,2020-07-29,3,7,5,-2
C110805,WeWork,2025-02-26,9,7,5,3
C114770,Regus,2019-09-16,5,8,7,-1
C101580,Spaces,2024-10-12,5,9,3,1
C103039,Knotel,2024-05-24,3,9,6,-2
C117958,WeWork,2020-07-07,7,8,6,3
C118596,WeWork,2021-03-18,5,6,7,-1
C116630,Industrious,2018-09-12,6,8,3,0
C113406,WeWork,2023-12-19,6,7,6,1
C117620,WeWork,2025-05-12,9,10,7,4
C118339,Industrious,2023-03-28,8,8,7,4
C110865,WeWork,2021-01-28,4,7,7,-1
C104286,WeWork,2019-09-01,5,4,9,1
C109112,Industrious,2022-12-03,7,7,9,2
C109222,WeWork,2021-11-15,9,7,6,3
C104410,WeWork,2020-04-20,6,7,7,1
C101421,Spaces,2019-02-23,6,9,7,2
C108454,WeWork,2022-07-06,7,8,5,3
C104342,WeWork,2024-12-04,8,5,7,2
C111444,Industrious,2025-04-27,6,7,4,2
C101300,Spaces,2022-12-13,8,6,6,3
C101075,Regus,2023-05-16,5,8,4,-1
C102523,Spaces,2022-02-10,6,8,7,0
C100962,Industrious,2018-10-29,8,9,5,3
C115177,Industrious,2021-05-08,10,7,5,4
C105546,Industrious,2021-11-18,7,7,6,3
C110158,WeWork,2019-11-21,4,7,4,0
C100330,WeWork,2020-12-27,10,7,9,4
C117032,Knotel,2024-07-28,4,8,3,0
C104633,WeWork,2023-06-24,8,7,6,2
C116731,WeWork,2025-07-14,6,9,7,2
C116343,WeWork,2021-01-30,6,8,6,1
C100090,WeWork,2021-10-14,4,9,5,-1
C103999,Regus,2023-01-23,8,7,4,4
C116869,Industrious,2023-03-21,7,8,5,3
C101773,Industrious,2022-08-10,4,9,4,-2
C101850,Regus,2022-06-15,5,8,7,0
C107686,Knotel,2022-06-29,10,5,5,5
C117519,WeWork,2025-04-30,6,9,7,1
C113031,WeWork,2024-03-04,9,8,4,3
C119437,WeWork,2019-03-05,7,8,5,3
C106563,Regus,2023-03-18,9,7,6,5
C114557,Industrious,2020-05-20,4,6,3,-1
C100972,Industrious,2021-01-09,6,7,3,0
C106401,WeWork,2026-05-16,7,6,8,3
C102724,Knotel,2025-05-19,5,5,4,1
C117238,WeWork,2021-01-16,6,8,7,1
C109891,WeWork,2020-05-06,5,7,5,1
C106829,Knotel,2020-02-16,10,9,7,6
C114801,Industrious,2025-10-27,4,7,5,-1
C114125,Spaces,2025-02-28,7,7,7,1
C118557,WeWork,2021-01-12,5,5,8,1
C101184,WeWork,2023-05-02,10,8,8,6
C117798,Spaces,2023-09-27,4,5,5,-2
C103091,Spaces,2019-01-01,7,8,6,3
C115946,Industrious,2022-01-21,10,9,6,6
C117060,Knotel,2023-06-13,7,9,1,3
C100251,Regus,2019-10-02,8,8,3,2
C118907,WeWork,2025-01-22,4,7,10,0
C113138,Regus,2023-02-28,7,10,4,1
C117481,Spaces,2022-08-08,10,8,4,6
C105873,Regus,2025-03-17,6,9,5,2
C112437,Industrious,2023-11-23,6,7,6,0
C106100,Industrious,2022-02-20,8,6,5,3
C101516,Spaces,2022-07-14,10,9,3,6
C110472,WeWork,2019-03-24,9,9,6,3
C106132,Knotel,2020-08-23,9,8,7,3
C108329,WeWork,2024-07-30,6,7,7,0
C106808,Knotel,2020-03-30,5,10,6,1
C107559,WeWork,2023-07-07,8,8,5,4
C103935,WeWork,2021-10-28,6,8,5,2
C118600,Industrious,2024-06-02,7,5,5,2
C108223,Spaces,2020-08-30,9,7,6,3
C105244,Knotel,2025-03-16,6,9,6,2
C113001,Industrious,2019-08-30,10,6,6,6
C100408,WeWork,2023-11-14,7,9,7,2
C111993,WeWork,2024-03-28,7,6,5,3
C108229,WeWork,2020-11-10,7,9,8,2
C104062,Industrious,2021-06-25,7,8,8,3
C110856,Spaces,2020-10-07,7,6,7,3
C109605,Regus,2022-02-01,4,8,8,0
C102882,Spaces,2019-09-15,6,8,3,0
C108501,Industrious,2020-05-26,6,10,5,1
C115635,Regus,2025-04-13,3,6,7,-3
C108933,WeWork,2025-01-11,7,5,4,1
C109425,Spaces,2018-08-04,7,6,6,2
C105848,WeWork,2023-08-10,7,7,3,2
C114246,Industrious,2025-07-09,9,10,7,3
C114548,WeWork,2020-03-31,8,7,10,4
C117607,Knotel,2023-06-21,6,7,4,1
C116193,Regus,2024-09-14,4,9,5,-1
C112994,Industrious,2020-09-13,9,8,8,5
C118059,WeWork,2020-05-28,6,6,5,1
C119122,WeWork,2020-12-19,6,7,7,2
C114748,Spaces,2024-07-26,8,9,5,2
C115638,Knotel,2019-06-02,7,9,4,3
C100642,WeWork,2023-06-04,5,8,9,0
C115275,Knotel,2022-09-13,9,8,2,3
C118766,WeWork,2023-10-14,9,8,6,4
C112230,Industrious,2025-05-14,9,8,3,4
C105927,Spaces,2021-12-21,6,8,9,0
C114665,Industrious,2023-12-22,6,7,3,1
C111303,Knotel,2025-07-11,7,4,7,2
C106426,Regus,2019-08-18,7,7,8,2
C109121,Spaces,2024-12-02,4,10,5,-2
C103317,Regus,2024-01-01,10,8,7,6
C110261,WeWork,2024-08-31,10,7,6,5
C100346,WeWork,2020-07-05,6,7,7,0
C103348,Spaces,2023-10-08,9,9,8,5
C115198,WeWork,2022-04-28,9,10,7,5
C103482,Industrious,2023-10-26,3,8,4,-2
C110294,Industrious,2020-07-11,7,10,7,3
C107264,WeWork,2024-06-30,8,9,7,4
C113635,Spaces,2023-05-11,9,8,5,5
C115686,WeWork,2024-04-21,10,10,5,4
C117730,Regus,2020-10-19,5,8,6,0
C113577,WeWork,2020-07-13,8,7,1,2
C115782,WeWork,2020-02-10,7,9,6,2
C114450,WeWork,2021-05-26,6,8,7,1
C107010,WeWork,2020-05-27,6,4,6,1
C107821,Regus,2022-12-13,3,8,5,-1
C110309,WeWork,2020-12-17,6,9,5,1
C101780,Industrious,2019-05-01,4,7,6,-1
C102150,Industrious,2018-11-20,4,7,7,-2
C118680,WeWork,2024-10-28,5,9,8,1
C116557,WeWork,2019-05-26,9,8,8,5
C114400,Knotel,2026-04-21,7,9,5,1
C106245,Industrious,2025-06-25,9,7,4,3
C118703,Knotel,2022-07-27,4,8,7,-1
C112389,Regus,2025-10-07,9,9,3,3
C119759,Industrious,2020-03-03,9,7,7,5
C102572,Industrious,2022-01-04,6,9,5,0
C117292,WeWork,2023-06-18,7,7,5,1
C103319,WeWork,2025-07-29,9,8,6,5
C115687,WeWork,2023-02-03,10,7,5,5
C106441,WeWork,2021-07-22,5,7,6,0
C107907,Regus,2025-12-28,7,9,4,2
C118445,Spaces,2019-02-10,8,7,6,4
C115367,Regus,2024-02-22,7,6,4,3
C103786,Regus,2019-06-02,3,8,10,-3
C108206,Knotel,2020-09-21,6,8,5,2
C100129,Regus,2020-10-15,10,7,6,5
C103837,Industrious,2024-06-29,8,6,4,2
C100764,Spaces,2022-03-14,6,7,6,1
C101317,Knotel,2025-07-14,2,9,6,-4
C113788,Industrious,2023-11-11,6,8,6,0
C117281,Regus,2020-12-15,7,8,4,1
C102147,Regus,2023-08-03,6,7,3,0
C106054,Regus,2023-05-15,10,7,6,4
C109800,Industrious,2019-04-14,9,7,4,5
C101351,Industrious,2026-05-28,8,10,6,4
C105115,Knotel,2023-04-24,7,9,9,2
C102114,WeWork,2023-10-11,6,7,6,2
C114861,Industrious,2021-05-15,8,7,4,3
C117145,WeWork,2019-01-06,9,7,6,4
C100488,Spaces,2021-06-21,3,10,6,-1
C115129,Knotel,2019-06-22,10,8,4,5
C110145,Industrious,2018-12-07,7,7,5,3
C100159,Industrious,2022-07-26,10,9,8,6
C107263,Spaces,2021-04-09,10,8,3,6
C115326,Spaces,2025-02-02,9,10,4,3
C103559,Spaces,2021-07-23,7,6,6,1
C116329,Industrious,2019-02-02,6,6,3,0
C114216,WeWork,2024-08-10,5,7,7,1
C110284,Regus,2024-05-07,8,8,6,3
C103687,WeWork,2025-02-09,7,9,3,1
C104124,Regus,2024-05-24,7,8,7,3
C101836,Regus,2021-11-08,7,9,5,3
C110287,WeWork,2019-02-19,7,10,8,3
C118069,WeWork,2021-07-23,6,8,8,0
C102310,Spaces,2025-06-12,7,7,4,3
C109507,WeWork,2020-01-20,7,10,6,3
C103969,WeWork,2021-12-11,8,9,7,4
C100400,Knotel,2020-08-26,3,6,5,-3
C101797,WeWork,2021-02-05,7,7,5,1
C115105,WeWork,2024-11-14,7,7,10,3
C107019,Knotel,2018-09-06,7,7,6,2
C106470,Spaces,2024-09-23,9,5,3,5
C119574,Spaces,2018-10-15,6,8,7,0
C104331,WeWork,2025-01-24,4,8,7,0
C100212,Spaces,2024-09-18,6,7,5,0
C116119,WeWork,2019-01-22,6,10,8,2
C109446,Regus,2023-12-05,6,8,3,2
C104284,Industrious,2019-03-29,7,7,6,1
C116872,Knotel,2022-07-19,8,8,3,4
C111404,WeWork,2022-04-30,7,6,8,2
C118303,Knotel,2021-05-01,10,9,6,5
C114298,Industrious,2023-08-21,8,7,8,2
C109747,Industrious,2024-03-25,6,7,3,2
C101208,Regus,2020-08-10,6,8,2,1
C117940,Regus,2025-04-27,7,7,8,3
C102287,Knotel,2024-08-04,7,5,3,3
C102711,Industrious,2022-04-20,6,10,4,2
C104308,WeWork,2019-01-20,5,8,7,-1
C116971,WeWork,2021-06-25,9,9,10,4
C103227,WeWork,2019-10-22,6,7,4,0
C118515,Industrious,2020-05-08,3,7,8,-3
C101895,Industrious,2020-05-28,8,6,8,2
C102339,Knotel,2022-08-19,8,9,3,3
C117710,WeWork,2021-08-13,7,4,6,1
C103385,Spaces,2020-03-05,9,9,7,5
C110778,WeWork,2025-01-22,7,5,5,2
C110303,Knotel,2020-04-12,4,5,9,0
C116743,Industrious,2019-10-15,9,9,7,4
C111907,WeWork,2025-09-30,7,6,6,2
C116866,Regus,2018-09-05,5,7,3,-1
C100797,Regus,2020-05-02,6,10,8,0
C102688,Industrious,2024-03-02,8,9,6,2
C101082,Industrious,2021-02-08,4,6,2,0
C109313,Knotel,2019-11-09,7,8,7,1
C107214,WeWork,2022-06-09,4,4,5,0
C104188,WeWork,2019-10-20,8,7,7,4
C107534,WeWork,2022-03-27,6,8,8,2
C119079,Spaces,2019-05-18,10,6,6,6
C105964,Regus,2024-10-27,8,10,5,4
C110790,WeWork,2018-11-06,7,9,8,1
C116073,Regus,2020-11-14,4,10,7,0
C115318,Industrious,2019-08-04,6,7,6,2
C103821,Spaces,2019-03-07,8,5,7,2
C112439,Industrious,2021-02-01,7,6,6,3
C110857,WeWork,2023-03-13,8,8,5,4
C102175,Knotel,2023-06-19,8,10,6,2
C113236,Regus,2024-04-25,2,9,5,-2
C118997,Regus,2018-06-02,8,8,6,3
C104066,Spaces,2020-01-01,7,9,8,2
C116187,WeWork,2019-09-14,5,8,10,0
C108338,Industrious,2020-04-01,5,8,4,1
C113356,WeWork,2025-06-27,4,4,8,0
C118040,Spaces,2020-07-14,4,5,5,0
C119654,WeWork,2021-03-15,6,8,9,0
C111209,WeWork,2025-11-28,10,9,2,6
C102985,WeWork,2025-11-01,9,7,5,4
C104713,Industrious,2025-11-12,5,10,10,1
C112942,Industrious,2024-01-24,6,7,7,2
C104141,Industrious,2022-02-02,7,9,4,2
C116415,Industrious,2025-05-30,5,8,7,1
C108735,WeWork,2024-04-03,5,8,5,-1
C105791,Industrious,2024-09-30,5,8,3,-1
C107401,Regus,2022-09-24,8,8,5,2
C117391,Regus,2022-08-31,4,7,6,-2
C103035,Regus,2024-11-21,6,5,8,2
C105422,Knotel,2022-09-14,8,9,5,2
C111160,WeWork,2024-09-05,6,10,8,0
C103379,Industrious,2022-12-01,6,9,5,0
C112780,Spaces,2021-11-26,8,9,6,4
C100254,Knotel,2020-03-13,5,8,6,0
C103387,Regus,2019-07-04,8,6,8,4
C109492,Industrious,2021-01-11,8,7,5,2
C113667,WeWork,2019-06-26,5,8,8,1
C115141,Industrious,2019-05-25,6,9,10,1
C104478,WeWork,2021-07-17,5,7,4,1
C107255,WeWork,2022-10-21,7,10,10,3
C116533,WeWork,2023-06-26,6,6,6,2
C107246,Spaces,2020-07-09,8,8,6,4
C110964,WeWork,2023-10-22,5,8,5,-1
C104677,Regus,2020-07-19,7,9,6,2
C102293,WeWork,2021-10-22,8,8,8,3
C115303,Knotel,2025-01-19,5,6,4,-1
C110325,WeWork,2024-03-28,7,6,4,2
C108683,Knotel,2023-10-31,9,8,9,4
C114992,Industrious,2022-03-11,7,7,1,2
C104996,WeWork,2019-07-13,10,7,7,6
C111456,Knotel,2023-10-06,7,5,6,3
C116596,Knotel,2018-12-18,6,7,7,1
C116227,Industrious,2023-02-28,5,7,3,1
C112198,Spaces,2020-04-26,8,8,6,4
C118218,WeWork,2020-12-17,8,8,8,4
C107444,Regus,2024-06-20,9,8,9,5
C109245,WeWork,2020-12-23,8,7,1,3
C112445,Industrious,2023-02-12,7,8,3,3
C107380,Regus,2022-08-17,6,9,6,0
C103611,WeWork,2021-02-23,10,6,4,5
C106070,Industrious,2022-05-17,10,10,6,5
C110083,Knotel,2020-08-30,7,7,6,1
C105332,Spaces,2024-01-23,8,6,6,4
C110485,WeWork,2019-09-26,7,7,8,1
